City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Morant Bay,JM,17.8815,-76.4093,83.82,82,8,8.03,clear sky
460,Kuah,MY,6.3265,99.8432,84.18,84,40,4.61,scattered clouds
461,Ratnagiri,IN,16.9833,73.3,81.73,82,80,11.97,broken clouds
462,Uchiza,PE,-8.4592,-76.4633,66.96,89,12,1.99,few clouds
463,Tommot,RU,58.9564,126.2925,54.28,46,100,3.15,overcast clouds
464,Ambulu,ID,-8.345,113.6058,85.23,59,100,10.67,overcast clouds
465,Newport,GB,51.5877,-2.9984,48.52,78,13,6.76,few clouds
466,Kashi,CN,39.4547,75.9797,76.21,31,75,11.18,dust
467,Tena,EC,-0.9833,-77.8167,66.79,93,97,2.55,overcast clouds
468,Baykit,RU,61.67,96.37,52.3,48,27,7.38,scattered clouds
469,Arroio Grande,BR,-32.2375,-53.0869,52.74,95,27,7.02,scattered clouds
470,Saint George,US,37.1041,-113.5841,73.99,48,20,4.0,few clouds
471,Vaitape,PF,-16.5167,-151.75,78.01,75,76,22.37,light rain
472,Ambunti,PG,-4.2365,142.8448,83.82,70,35,1.95,scattered clouds
473,Evensk,RU,61.95,159.2333,43.99,47,74,15.48,broken clouds
474,Ayia Marina,GR,37.75,23.5333,82.74,70,0,8.61,clear sky
475,Miguel Hidalgo,MX,19.4225,-99.2028,61.52,77,75,8.05,broken clouds
476,Abaza,RU,52.655,90.0928,51.51,59,100,4.16,overcast clouds
477,Laiyang,CN,36.9758,120.7136,80.44,60,5,5.23,clear sky
478,De-Kastri,RU,51.4667,140.7833,55.49,76,100,3.06,light rain
479,Tezu,IN,27.9167,96.1667,85.84,78,58,4.88,light rain
480,Kilindoni,TZ,-7.9139,39.6668,76.46,70,31,6.11,scattered clouds
481,Geraldton,AU,-28.7667,114.6,72.01,56,40,11.5,scattered clouds
482,Hasaki,JP,35.7333,140.8333,84.6,73,100,10.51,overcast clouds
483,Bartica,GY,6.4,-58.6167,79.12,97,100,1.32,overcast clouds
484,Ranfurly,NZ,-45.1333,170.1,50.11,72,99,2.21,overcast clouds
485,Tessalit,ML,20.1986,1.0114,88.23,36,100,9.33,overcast clouds
486,Kudahuvadhoo,MV,2.6708,72.8944,81.68,65,71,4.74,broken clouds
487,Thanatpin,MM,17.2119,96.3033,86.18,81,99,9.89,overcast clouds
488,Bintulu,MY,3.1667,113.0333,84.61,74,20,0.0,light rain
489,Ranau,MY,5.9538,116.6641,80.24,74,100,0.43,overcast clouds
490,Salekhard,RU,66.53,66.6019,54.64,57,100,10.02,overcast clouds
491,Rio Gallegos,AR,-51.6226,-69.2181,41.05,52,75,16.11,broken clouds
492,Callaway,US,30.153,-85.5699,76.93,87,0,5.75,clear sky
493,Cordoba,AR,-31.4135,-64.1811,64.76,26,0,13.8,clear sky
494,Broken Hill,AU,-31.95,141.4333,59.29,44,88,23.35,overcast clouds
495,Necochea,AR,-38.5473,-58.7368,55.33,81,100,15.64,overcast clouds
496,Micheweni,TZ,-4.9667,39.8333,79.38,64,100,8.32,overcast clouds
497,Juneau,US,58.3019,-134.4197,50.22,97,20,0.0,few clouds
498,Dedza,MW,-14.3779,34.3332,65.82,46,7,8.9,clear sky
499,Boende,CD,-0.2167,20.8667,72.3,97,100,1.63,light rain
500,Panguna,PG,-6.3164,155.4848,74.01,84,100,1.21,overcast clouds
501,Paka,MY,4.6374,103.4368,87.73,70,40,9.22,scattered clouds
502,Leshukonskoye,RU,64.8989,45.7622,54.73,86,100,9.01,overcast clouds
503,Prado,BR,-17.3411,-39.2208,68.85,90,8,3.22,clear sky
504,Kuusamo,FI,65.9667,29.1833,48.24,100,100,11.5,light rain
505,Wanning,CN,18.8003,110.3967,87.31,62,30,7.36,scattered clouds
506,Alappuzha,IN,9.49,76.3264,89.01,75,100,9.51,overcast clouds
507,Morros,BR,-9.4467,-46.3003,79.21,37,81,3.74,broken clouds
508,Tolentino,IT,43.2126,13.2901,71.47,68,22,3.78,few clouds
509,Phalaborwa,ZA,-23.943,31.1411,76.28,22,0,7.18,clear sky
510,Dohar,BD,23.5883,90.1469,87.78,57,40,6.44,scattered clouds
511,Grindavik,IS,63.8424,-22.4338,46.87,87,75,3.44,broken clouds
512,Juegang,CN,32.3174,121.1855,83.98,81,29,10.69,scattered clouds
513,Bhum,IN,18.4667,75.6667,81.27,64,100,11.07,overcast clouds
514,Salto,UY,-31.3833,-57.9667,61.88,77,25,15.01,scattered clouds
515,Uaua,BR,-9.8414,-39.4817,64.2,85,5,7.7,clear sky
516,Papara,BR,-3.9839,-38.7273,77.68,93,78,4.47,broken clouds
517,Faya,SA,18.3851,42.4509,75.31,30,13,5.03,few clouds
518,Igrim,RU,63.1906,64.4162,59.95,43,99,9.64,overcast clouds
519,Ahipara,NZ,-35.1667,173.1667,51.49,69,100,4.0,overcast clouds
520,Japura,ID,-0.3167,102.35,90.55,54,90,2.82,overcast clouds
521,Salalah,OM,17.0151,54.0924,84.29,70,75,4.61,broken clouds
522,Astana,KZ,51.1801,71.446,58.95,29,0,15.66,clear sky
523,Kiruna,SE,67.8557,20.2251,40.12,100,100,10.36,overcast clouds
524,Nouadhibou,MR,20.931,-17.0347,71.58,83,3,21.85,clear sky
525,Glowno,PL,51.9646,19.7157,50.11,87,100,13.73,overcast clouds
526,Praia,CV,14.9215,-23.5087,77.54,88,20,12.66,few clouds
527,Barra Do Corda,BR,-5.5,-45.25,72.12,89,58,4.7,broken clouds
528,Kismayo,SO,-0.3582,42.5454,80.46,66,11,14.83,few clouds
529,Voyinka,UA,45.8699,33.9914,76.33,57,41,10.47,scattered clouds
530,Kandiari,PK,26.9156,68.5216,96.17,36,2,10.02,clear sky
531,Bud,US,39.447,-86.1758,66.22,93,96,4.05,overcast clouds
532,Derzhavinsk,KZ,51.1,66.3167,66.81,19,7,11.01,clear sky
533,Kahului,US,20.8947,-156.47,80.62,72,0,11.5,clear sky
534,Waingapu,ID,-9.6567,120.2641,87.55,50,32,12.55,scattered clouds
535,Road Town,VG,18.4167,-64.6167,77.09,78,100,30.8,overcast clouds
536,Bulgan,MN,48.8125,103.5347,49.12,53,76,0.76,broken clouds
537,Barra Do Garcas,BR,-15.89,-52.2567,75.78,69,0,4.61,clear sky
538,Manadhoo,MV,5.7667,73.3833,81.54,70,38,6.73,scattered clouds
539,Eisenberg,DE,50.9667,11.9,51.21,90,99,15.52,overcast clouds
540,Baoding,CN,38.8511,115.4903,89.06,36,54,5.68,broken clouds
541,Highland Park,US,42.1817,-87.8003,71.69,85,0,5.75,clear sky
542,Yerbabuena,MX,20.9667,-101.2667,56.84,88,88,8.79,overcast clouds
543,Rawson,AR,-43.3002,-65.1023,43.93,83,67,11.77,broken clouds
544,Chapais,CA,49.7834,-74.8492,40.78,83,0,3.74,clear sky
545,Ostrovnoy,RU,68.0531,39.5131,50.43,92,100,11.7,overcast clouds
546,Saryozek,KZ,44.3583,77.9753,70.81,15,98,10.31,overcast clouds
547,Tual,ID,-5.6667,132.75,81.28,72,100,0.89,light rain
548,Gewane,ET,10.1664,40.6453,90.14,34,7,12.77,clear sky
549,Ahuimanu,US,21.4447,-157.8378,79.86,88,75,0.0,broken clouds
550,Talakan,RU,50.3167,130.3667,63.88,76,100,5.93,moderate rain
551,Shenzhen,CN,22.5455,114.0683,93.15,85,83,8.66,broken clouds
552,Olivenza,ES,38.6832,-7.103,63.46,64,11,3.06,few clouds
553,Hofn,IS,64.2539,-15.2082,47.17,66,78,4.74,broken clouds
554,Garoua,CM,9.3,13.4,72.82,95,100,4.68,light rain
555,Mpulungu,ZM,-8.7623,31.1141,82.67,37,23,1.74,few clouds
556,Mangan,IN,27.5167,88.5333,83.91,78,85,5.86,overcast clouds
557,Ust-Tarka,RU,55.5672,75.705,60.98,39,97,6.31,overcast clouds
558,Harper,LR,4.375,-7.7169,76.51,85,100,8.9,overcast clouds
559,Pindi Gheb,PK,33.2402,72.2661,94.1,39,0,5.06,clear sky
560,Ellsworth,US,44.5434,-68.4195,50.65,76,0,3.44,clear sky
561,Dekar,BW,-21.5333,21.9333,75.22,14,0,9.13,clear sky
562,Manggar,ID,-2.8833,108.2667,80.1,80,100,4.21,overcast clouds
563,The Valley,AI,18.217,-63.0578,82.09,83,100,34.2,overcast clouds
564,Paita,PE,-5.0892,-81.1144,63.61,86,9,8.37,clear sky
565,Canyon,US,34.9803,-101.9188,75.69,60,5,18.75,clear sky
566,Iranshahr,IR,27.2025,60.6848,98.94,25,0,4.61,clear sky
567,Hambantota,LK,6.1241,81.1185,91.74,58,20,11.5,few clouds
568,Yeppoon,AU,-23.1333,150.7333,71.24,90,97,7.74,overcast clouds
569,Pittsfield,US,42.4501,-73.2454,51.66,86,20,0.0,few clouds
570,Sogne,NO,58.0833,7.8167,55.26,72,8,4.0,clear sky
571,Hryshkivtsi,UA,49.9353,28.6038,56.08,78,100,6.15,overcast clouds
572,Progreso,MX,21.2833,-89.6667,75.31,88,100,8.28,overcast clouds
573,Camacha,PT,33.0833,-16.3333,71.02,88,75,16.11,broken clouds
574,Indramayu,ID,-6.3264,108.32,85.93,62,71,10.85,broken clouds
575,Chunskiy,RU,56.0815,99.6342,55.27,43,94,6.67,overcast clouds
576,Benghazi,LY,32.1167,20.0667,78.48,51,0,6.06,clear sky
577,Fare,PF,-16.7,-151.0167,78.22,69,100,20.15,overcast clouds
578,Leninskoye,KZ,41.7589,69.3864,85.32,10,66,7.29,broken clouds
579,Shenjiamen,CN,29.9576,122.298,78.73,79,8,15.05,clear sky
580,Siena,IT,43.2167,11.4,67.51,84,1,3.62,clear sky
581,Balas,PH,15.0335,120.6059,87.24,74,75,4.61,broken clouds
582,Tautira,PF,-17.7333,-149.15,77.13,66,0,22.55,clear sky
583,Kuching,MY,1.55,110.3333,82.62,89,75,5.75,broken clouds
584,Acajutla,SV,13.5928,-89.8275,76.98,88,100,6.29,moderate rain
585,Tocopilla,CL,-22.092,-70.1979,57.04,65,0,1.41,clear sky
586,Campo Bom,BR,-29.6789,-51.0533,58.24,88,0,2.51,clear sky
587,Barcelos,PT,41.5388,-8.6151,69.91,80,77,4.32,broken clouds
588,Kibray,UZ,41.3873,69.4641,81.12,9,100,7.2,overcast clouds
589,Nenjiang,CN,49.1833,125.2167,64.02,63,81,7.02,broken clouds
590,Airai,TL,-8.9266,125.4092,78.3,30,100,3.24,overcast clouds
591,Basco,PH,20.4487,121.9702,83.32,72,97,17.54,overcast clouds
592,Berdigestyakh,RU,62.0989,126.6992,42.89,92,100,7.9,light rain
593,Aktash,RU,50.3,87.7333,44.06,39,55,1.99,broken clouds
594,Shepsi,RU,44.0361,39.1489,78.15,55,97,3.65,overcast clouds
595,Kaseda,JP,31.4167,130.3167,82.42,81,99,22.03,light rain
596,Saint Anthony,US,45.0205,-93.218,67.89,92,0,8.05,clear sky
597,San Vicente,AR,-26.6167,-54.1333,51.64,81,5,4.21,clear sky
598,Obidos,BR,-1.9175,-55.5181,76.8,72,70,4.32,broken clouds
599,Nizwa,OM,22.9333,57.5333,105.06,10,2,5.23,clear sky
600,Lima,PE,-12.0432,-77.0282,57.9,87,100,10.36,overcast clouds
601,Swift Current,CA,50.2834,-107.8014,54.41,76,100,4.61,overcast clouds
602,Sur,OM,22.5667,59.5289,94.77,43,6,4.52,clear sky
603,Kisangani,CD,0.5167,25.2,76.23,75,100,2.68,overcast clouds
604,Manitouwadge,CA,49.1215,-85.8403,51.26,99,100,8.25,moderate rain
605,Kuybysheve,UA,47.358,36.6491,68.2,60,34,5.95,scattered clouds
606,Santa Ines,BR,-3.6667,-45.38,70.12,97,30,3.0,scattered clouds
607,Kambove,CD,-10.8764,26.5969,74.71,32,18,7.65,few clouds
608,Mega,ET,4.05,38.3,65.35,57,40,16.93,scattered clouds
609,Touros,BR,-5.1989,-35.4608,71.29,89,2,10.27,clear sky
610,Chumikan,RU,54.7183,135.315,53.92,62,28,11.54,scattered clouds
611,Sturgeon Bay,US,44.8342,-87.377,66.56,94,0,8.05,clear sky
612,Tambura,SS,5.6,27.4667,69.44,95,100,2.04,overcast clouds
613,Manokwari,ID,-0.8667,134.0833,79.93,76,100,6.93,overcast clouds
614,Yuli,NG,9.6989,10.2744,72.77,93,100,3.56,light rain
615,Umea,SE,63.8284,20.2597,49.93,100,100,11.5,overcast clouds
616,Teguldet,RU,57.3064,88.1667,57.85,53,21,2.95,few clouds
617,Independence,US,39.0911,-94.4155,74.95,66,0,12.66,clear sky
618,Nuevo Laredo,MX,27.4763,-99.5164,80.87,78,0,13.8,clear sky
619,Upington,ZA,-28.4478,21.2561,70.18,35,100,12.66,overcast clouds
620,Saint-Louis,SN,16.3333,-15.0,80.24,75,100,11.92,overcast clouds
621,Camopi,GF,3.1655,-52.3158,70.72,99,46,2.59,scattered clouds
622,Marsa Matruh,EG,31.3525,27.2453,75.4,60,20,8.05,few clouds
623,Karlshamn,SE,56.1706,14.8619,48.69,84,18,7.29,few clouds
624,Sulangan,PH,11.1373,123.7228,84.83,70,98,6.42,overcast clouds
625,Andenes,NO,69.3143,16.1194,49.98,81,0,17.27,clear sky
626,Sorland,NO,67.667,12.6934,53.46,76,0,13.8,clear sky
627,Soyo,AO,-6.1349,12.3689,74.66,82,63,7.49,broken clouds
628,Gaoual,GN,11.75,-13.2,73.81,96,100,4.74,overcast clouds
629,Fairview,US,40.8126,-73.999,69.06,63,75,8.05,broken clouds
630,Timmins,CA,48.4669,-81.3331,48.02,93,100,3.44,overcast clouds
631,Srednekolymsk,RU,67.45,153.6833,38.26,63,100,7.25,overcast clouds
632,Baherden,TM,38.4362,57.4316,82.85,20,1,6.24,clear sky
633,Cuauhtemoc,MX,28.4167,-106.8667,59.68,63,0,1.72,clear sky
634,Abha,SA,18.2164,42.5053,75.02,25,40,0.0,scattered clouds
635,Mitsamiouli,KM,-11.3847,43.2844,77.29,69,20,6.91,few clouds
636,Lata,PT,40.1629,-8.3327,65.07,84,96,2.64,overcast clouds
637,Luba,GQ,3.4568,8.5547,76.89,88,99,4.99,light rain
638,Churapcha,RU,62.0025,132.4325,51.44,57,100,10.6,overcast clouds
639,San Juan,AR,-31.5375,-68.5364,62.01,26,100,4.85,overcast clouds
640,Mandera,KE,3.9366,41.867,85.39,39,85,16.87,overcast clouds
641,Sikasso,ML,10.9167,-7.0,73.26,91,97,4.0,overcast clouds
642,Burnie,AU,-41.0667,145.9167,50.92,93,100,13.13,light rain
643,Nalut,LY,30.3333,10.85,84.92,14,0,8.05,clear sky
644,Rjukan,NO,59.8789,8.5941,49.44,74,57,8.19,broken clouds
645,Anamur,TR,36.0751,32.8369,85.35,50,0,5.59,clear sky
646,Santa Rosa De Aguan,HN,15.95,-85.7167,81.18,78,80,11.03,broken clouds
647,Zapolyarnyy,RU,69.4154,30.8136,47.48,98,100,8.03,overcast clouds
648,Anan,JP,33.9167,134.65,76.78,86,100,13.0,light rain
649,Povorino,RU,51.1945,42.2457,63.16,64,23,9.55,few clouds
650,Lesnoye,RU,58.2841,35.5158,47.39,90,100,7.45,overcast clouds
651,Dhidhdhoo,MV,6.8833,73.1,81.36,74,10,8.57,clear sky
652,Innisfail,AU,-17.5333,146.0333,78.48,74,0,6.04,clear sky
653,Half Moon Bay,US,37.4636,-122.4286,60.91,83,100,20.71,overcast clouds
654,Walvis Bay,NA,-22.9575,14.5053,56.35,94,99,4.61,overcast clouds
655,Poum,NC,-20.2333,164.0167,75.7,67,1,12.8,clear sky
656,Adana,TR,36.985,35.2881,84.72,65,0,2.3,clear sky
657,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,79.12,84,67,6.53,broken clouds
658,Terra Roxa,BR,-23.8557,-50.0314,50.95,81,0,9.46,clear sky
659,Harqalah,TN,36.0303,10.509,78.66,73,20,8.05,few clouds
660,Vysokogornyy,RU,50.1167,139.15,57.04,78,100,7.54,light rain
661,Bolivar,US,37.6145,-93.4105,72.59,70,0,13.35,clear sky
662,Samfya,ZM,-11.3649,29.5565,73.99,42,11,7.99,few clouds
663,Kuybyshevo,RU,47.8123,38.9073,69.67,61,10,6.26,clear sky
664,Mayna,RU,54.1135,47.6231,55.58,95,100,9.71,overcast clouds
665,Kemijarvi,FI,66.7131,27.4306,47.14,96,100,12.44,light rain
666,Acari,PE,-15.4311,-74.6158,62.89,76,70,2.59,broken clouds
667,Nsunga,TZ,-1.1439,31.3947,78.13,50,74,1.5,broken clouds
668,Sinnamary,GF,5.3833,-52.95,78.17,88,32,9.69,scattered clouds
669,Zhezkazgan,KZ,47.8043,67.7144,64.38,25,0,13.42,clear sky
670,Gizo,SB,-8.103,156.8419,83.82,68,14,6.13,few clouds
671,Mari-Turek,RU,56.7895,49.6235,59.43,69,100,12.3,overcast clouds
672,Chatham,GB,51.3789,0.5279,48.85,76,0,7.0,clear sky
673,Yumen,CN,40.2833,97.2,78.37,17,10,12.21,clear sky
674,Godfrey,US,38.9556,-90.1868,72.5,88,0,0.0,clear sky
675,Becej,RS,45.6163,20.0333,56.37,91,100,10.56,overcast clouds
676,Hay River,CA,60.8156,-115.7999,55.38,82,75,9.22,broken clouds
677,Tadine,NC,-21.55,167.8833,72.12,65,75,10.8,broken clouds
678,Chardara,KZ,41.2547,67.9692,81.32,21,100,5.5,overcast clouds
679,Port-Gentil,GA,-0.7193,8.7815,78.76,78,100,10.36,overcast clouds
680,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.48,48,6,7.65,clear sky
681,Khadyzhensk,RU,44.4256,39.5319,83.68,34,94,5.73,overcast clouds
682,Camalu,MX,30.85,-116.0667,66.38,86,13,4.61,few clouds
683,Stepnyak,KZ,52.8339,70.7803,58.5,30,4,14.25,clear sky
684,Kamina,CD,-8.7386,24.9906,83.46,26,17,4.29,few clouds
685,Mbini,GQ,1.574,9.6134,75.04,85,99,9.66,overcast clouds
686,Zhangye,CN,38.9342,100.4517,79.95,25,15,3.2,few clouds
687,Dharchula,IN,29.85,80.5333,80.26,69,98,5.48,overcast clouds
688,Pedasi,PA,7.5333,-80.0333,78.06,84,100,5.79,overcast clouds
689,Yerbogachen,RU,61.2767,108.0108,43.09,56,100,12.57,overcast clouds
690,Manoel Urbano,BR,-8.8389,-69.2597,69.55,72,16,1.72,few clouds
691,Dallas,US,32.7668,-96.7836,80.49,78,0,13.8,clear sky
692,Vardo,NO,70.3705,31.1107,48.18,93,100,24.16,light rain
